query_id,doc_id
1,005b2j4b
1,0chuwvg6
1,0t2a5500
1,0y34yxlb
1,105q161g
1,11edrkav
1,1abp6oom
1,1mjaycee
1,1sq2uvur
1,22fc1qly
1,23yi8so0
1,24yavi1w
1,25va2cvt
1,262bcl7h
1,2l4xxu3v
2,01goni72
2,03s9spbi
2,04awj06g
2,04rbtmmi
2,0oma7hdu
2,0pujch9v
2,0vlzwksu
2,0y62eqdx
2,11pcdnlw
2,147yc66p
2,15slu3kk
2,1bxt21za
2,1dq91x2r
2,1k3d3o2q
2,1llox90t
3,01q4pu9k
3,033phqmd
3,05djnz4p
3,0a8sz7zb
3,1m6poddy
3,1udn20wo
3,2d04geu3
3,2fknxsf1
3,2jeb1vcs
3,2o3dvi2d
3,380az9lp
3,3zmq7nd5
3,4832h1ht
3,4e2j89uy
3,4ywrzyse
4,0udqwhx8
4,0xqhm8a0
4,0y2kq6zg
4,1qk77fqo
4,1zezzai5
4,223v2obv
4,2530zdeq
4,2b9udaic
4,2boqg3tz
4,2cvpzlu1
4,2xcit185
4,3trr8d0u
4,4bio5jp5
4,4giwnrbw
4,4ishl6bj
5,02n30zc5
5,047xpt2c
5,076qek8o
5,08zf7161
5,0dbuo39v
5,0fitbwuv
5,0slywdik
5,18yzwa2g
5,1a6guo10
5,1a75s5l0
5,1cc9ig04
5,1iio41wn
5,1jeat383
5,1k5h662u
5,1mmqfp7g
6,04pp0o74
6,05tszdt7
6,05zmldvj
6,06vc2y9y
6,0bbzo9cp
6,0k6oqklv
6,0nq62oao
6,0tdfvlqd
6,0u7j42i2
6,16crg3k8
6,1a6d8urj
6,1aknmk3h
6,1cew6vn5
6,1d0i10o7
6,1ei79lna
7,01mo6yo9
7,07qsm5pv
7,0beno5o5
7,0dgmfeak
7,0e0sttvw
7,0hie9nw7
7,0k5j5h7p
7,0oak9ggm
7,0te5ybjv
7,0w7tq79d
7,15rcq4sh
7,17q4g88y
7,1dbeh8q7
7,1huoe4dp
7,1s0exznp
8,0bm3bimr
8,0d6o5w8z
8,0gikppdh
8,0klg8yvs
8,0l4pec0z
8,0v5wo0ty
8,0x4332i8
8,0xa2njzy
8,17oac3bg
8,1b3pigtl
8,1bhv9snq
8,1jf2zz5q
8,1mfize6h
8,1rcsqyff
8,1ym07y0w
9,0gxxuyln
9,14w3ygss
9,1da6ackj
9,1mxgmhik
9,344hgezd
9,3mmo1x2n
9,4dnzjeyp
9,4rutnzbu
9,5bdoz5am
9,6apsd91c
9,6ar58ea6
9,7g12596l
9,8li6xhbu
9,8wlxkflg
9,9ffvdgon
10,01f5mvsc
10,0a49okho
10,0dd6alkp
10,0k5m2tmt
10,0k6r5q1t
10,0mx8gpap
10,0o79m08j
10,0w8i7l7v
10,16t5rs6j
10,17wpnfao
10,1abupl36
10,1exyjhj0
10,1r8dhqi5
10,1roqno6p
10,1taf0245
11,03pd9jtn
11,05nnihst
11,07amiydg
11,0brmwon4
11,0c412wq5
11,0lfjktq1
11,1cpk2p9g
11,1e49nyb5
11,1nkpmw5a
11,1rphpf62
11,1xj2sg4y
11,27g10f2q
11,2mkyi28o
11,2nmdyf7b
11,34v1w16g
12,07l9hqsr
12,09gzchv0
12,0ai8chbu
12,0croajal
12,1152vpv5
12,1i5arpf8
12,1wkyxnov
12,25dcnext
12,2a8kpr8y
12,2c114qbp
12,2g4m0dy7
12,2g6jxi5k
12,2j4z5rp8
12,2xflheth
12,3s2g3o81
13,00rq0ggi
13,0a5fccio
13,0bz4micv
13,0fbmelx0
13,12sbikmx
13,1vc1h7kt
13,281oiwuz
13,2brbgvqo
13,2e4gz2bo
13,2ui36lvl
13,2w3bx6p8
13,2yblpbwm
13,32gw2ug3
13,36l1q4dp
13,37egvx5k
14,05w8tv8x
14,0av6gx7r
14,12dimncv
14,1ir2ptuj
14,1tkevj8v
14,2t4fsfy9
14,37katpp3
14,3v4sedfo
14,55f2cno3
14,582h1w0h
14,58tj4csz
14,5w70yhvy
14,7ihtyiox
14,7kovd82v
14,8m7n5r85
15,0n8x3i0v
15,1d4gf7kr
15,34m7y2l1
15,3cm44rbz
15,3pd1lre7
15,40bpu5nk
15,4ah705nc
15,52c4xhiw
15,76pcefik
15,7g7fkmuv
15,8qtintwl
15,90qq0xsw
15,92ijxah4
15,96j45f1a
15,9is5vmxu
16,0j1jdd1w
16,0qfoc553
16,2t2it6f5
16,2tioh80m
16,2wnfl4pr
16,49640zjj
16,4azlivaa
16,4frdzp4c
16,4hbwg18z
16,5oe77t20
16,6vln3erl
16,6xvbk2f1
16,75c4wvhq
16,7v2hdy8a
16,80dfqjql
17,05vb2ib8
17,0bk2t0h0
17,0mn4b0fp
17,0mn4jua2
17,0t974igx
17,1ecnco9q
17,1fjb6b8e
17,1q39v843
17,1zti6kin
17,20w0w53s
17,2a7t447d
17,2j3kdvva
17,2s9zd99r
17,2wb007gf
17,2z5ixtk3
18,047asp3a
18,0dwlaafj
18,0dznbrs1
18,0en2sl3q
18,0t28p4g6
18,0vlh67jw
18,11sxecb3
18,1915kvwk
18,1fmouoal
18,1l89qtfd
18,284qn075
18,28enxc5h
18,2f7wqamp
18,2qpcot6p
18,2tak1u80
19,02azobp3
19,0macgbcn
19,1lx84td6
19,1v8wwn0d
19,25qqr3vt
19,7agyp81c
19,9iyyqqmm
19,b0nkhsvv
19,btzrfs6g
19,c1n994j6
19,c69vfs8q
19,d6v5mkj7
19,ek53y2kp
19,eyigl0wz
19,gllg9j1p
20,01xdd8zf
20,04h53wjz
20,08vsaov7
20,0gier0lu
20,0j5828ah
20,0nwmoua3
20,0pknmeip
20,0tsefy6p
20,0yumc7em
20,10l12wgu
20,12o4zey2
20,15jmiqrc
20,16fzqskz
20,19h27op5
20,1fp4ck88
21,02bk8vtk
21,02qvv8le
21,0agldesf
21,0dp28rsd
21,0fkupng6
21,0ie6tkgm
21,0r0zdpds
21,0rbgbsj8
21,0yaqhphd
21,106q6ae0
21,10n2u1b1
21,11hi1jel
21,11sl17ap
21,14ftgh6k
21,1510mzmy
22,02mmdgjk
22,0376d6vf
22,0ec1cu8q
22,0eucsyej
22,0nyj1sbm
22,0o92zije
22,0yq5ror7
22,10vxz4ug
22,194kf3xs
22,1box6noa
22,1hvihwkz
22,1k3j6f79
22,1nczw70h
22,1xkl3mof
22,1zfr32pc
23,1nxfh9yt
23,1y78dfsl
23,2nftsv4f
23,2sdqehyw
23,3d8up3zo
23,3kxn8l2e
23,75apu1m4
23,7xqmuoye
23,8jhwamfv
23,8stdci8h
23,90q4py0j
23,9nbj3ckb
23,9xmksj06
23,be7hez61
23,d63miqjd
24,06x0cei2
24,09qp0sts
24,0pro23px
24,0tdt0wej
24,12q9jjbb
24,14twsem0
24,1gswvgya
24,1lfm24wz
24,1oudnxmt
24,1pwlctxb
24,25v7qies
24,269kzfd7
24,29z5fvyi
24,2efyfmvm
24,2eterq28
25,07ryzlt0
25,09vuwtzr
25,0deyspy2
25,0hxwkzvy
25,0r62kx2q
25,0tte9rf6
25,0ux8nwn7
25,10phij1x
25,12ienbdx
25,178f21u7
25,1993o0eo
25,2bjn0fmr
25,2c8c2gns
25,2g5gi1du
25,2gzo81cz
26,02ejyglj
26,04zbbyii
26,0em5sf3g
26,0fzwwluc
26,0hgj2hcp
26,0hrmk77p
26,0uvzy48c
26,0vnewsci
26,0ylislv9
26,0ymzuhi0
26,17zue2xp
26,1aqtqaod
26,1ebkagvv
26,1frc4zya
26,1lj4ydmm
27,0haf57l1
27,0r8vo1fa
27,0x4b2f6e
27,10v7kfcd
27,1ay60wzs
27,1jg46veg
27,1lq1n4hd
27,1pnc889f
27,1xnfkbxu
27,27z0z409
27,2d21mbr5
27,2g78afj2
27,2ohq74mq
27,2ptc7g5a
27,2umm65yq
28,063hs3u1
28,06yilajc
28,0dav52vr
28,0ikvdwkz
28,0oxo2awm
28,0sy3j2oc
28,0tto8b0k
28,12yk278d
28,195h4ofw
28,1n6d1gco
28,1na13h2u
28,1q9bhwpb
28,1x5bhtx7
28,1zhsqtwj
28,248de4cj
29,02q9y011
29,043w3zgy
29,0wh7x410
29,1ge2dydz
29,1kzy7rts
29,1no1zaty
29,1sxhza50
29,1yy7qi9u
29,24m4rh9w
29,270msv5l
29,28wu1oyy
29,2cvvkrx9
29,2jq626ye
29,2lmwnfda
29,31y378jx
30,01es0zv4
30,13l2cbg1
30,1eiw7bxh
30,285ud8gh
30,2lwzhqer
30,2x54egpf
30,4178ui2c
30,4el6qq3n
30,4g878n13
30,4od9gu6y
30,4r0t3q7j
30,4vfk99f5
30,5fknjzkq
30,5kcl80sj
30,6cm1vp7h
31,00fmeepz
31,0j6no7ix
31,0twnkv93
31,0u00nhf2
31,14n4szd1
31,1cfwj5uq
31,1n5ej08f
31,1qjmktdl
31,27dmsmbu
31,28sgnyh1
31,2bz9u8k0
31,2pmpspuj
31,431ksdno
31,45bwzuqn
31,5unh2a3f
32,0px7p1vx
32,4oa0gsos
32,5pv11lfo
32,8r6u3e3i
32,cccqcfgq
32,h0q93in1
32,ig0rnbqb
32,l7ymcyw7
32,lj8t52yl
32,mgsaoz3j
32,oj4ue0ur
32,t8250da4
32,vk8s1f23
32,x6hln4wk
32,xa314x4p
33,041cf99j
33,0o05oskr
33,10ucu0lt
33,18fbtlfg
33,1ir19s25
33,1q71gjwt
33,1waejlwb
33,1yrcbm7e
33,1z0ympt6
33,20hk99h4
33,2kwfcgz9
33,2lxs9laj
33,2nruf2g7
33,2um1w0g2
33,2uvibr2j
34,0999t5x0
34,0cq5ee1i
34,0kexilld
34,0kthumgi
34,0ojayw16
34,0xkz36bj
34,1idyb9cg
34,1z6l12ks
34,2jv7xkfn
34,3cr5x88g
34,3thnu3kk
34,3xfhjddg
34,411qyubx
34,4b45gh77
34,4ud6awrw
35,07v9qign
35,0b8250y7
35,0is1vyhy
35,0m5mc320
35,15ow3n9z
35,1bjt64o7
35,1lisdjpm
35,1s0hhx71
35,2071y2x8
35,21fhsooy
35,24et9foe
35,2fdtwu8o
35,2i3iv0sz
35,2l42genc
35,2llnlr8a
36,00z7x46i
36,094lgjnn
36,0cvh83zu
36,0eqn7m73
36,0i5dcbzz
36,0mructd7
36,0o6agnrc
36,0p0q6a3i
36,10ecm4wi
36,10qpje4d
36,12o2r9zx
36,17lvpyre
36,19h2i631
36,1c1k0p93
36,1elytjos
37,0e1wmy41
37,0qn4c5t3
37,0v1appqr
37,0x90yubt
37,12to67c4
37,146matzr
37,1k5q1u5z
37,1mbn5cc5
37,1qah31ev
37,1vkz0b0o
37,2cvp8wch
37,2nvk7glh
37,2p7qrgx0
37,2y452utz
37,33j9m3ke
38,00qk10im
38,01s9vj74
38,040w9ba1
38,04esvfhp
38,06gbt9t0
38,08ftq7hl
38,08p8ns2d
38,08xf2ye5
38,09lw7d2p
38,0lsniwyv
38,0m3svdmy
38,0mien60n
38,0phtilhi
38,0pi8qur0
38,0qur0isb
39,0b14ocyt
39,0d6p4z2z
39,0fgquau3
39,0i6qoc53
39,0ou5f158
39,1hfnv35j
39,1hfxju5f
39,1i6kvuof
39,1nerinn3
39,1nkr3mwm
39,1ru15s5a
39,1untezgg
39,1vgb2mk0
39,1xrg631b
39,25ezat4g
40,02o93wlh
40,09r8xd0u
40,0d9hzmyk
40,0gmtnkbh
40,0hxan9rw
40,13tc3loo
40,14pgap3r
40,1fxrmuzl
40,1mjl7f8w
40,1yf5y06o
40,273ppceg
40,3eu9umx5
40,3iy2lp8q
40,3pribklz
40,3r66vrv0
41,0ctlde8w
41,0eaotgnf
41,0xqxledk
41,0z8x6v04
41,13hperkz
41,17kk4w0m
41,1dkkwt7h
41,1l33w015
41,1v6ci0ni
41,1z5fky0d
41,26f514ay
41,2djys8ky
41,2gb9pzy0
41,2qthdldg
41,3ayfmpzx
42,07z1deqg
42,0a624nez
42,0s11tdgd
42,0vg4mnxc
42,1b7viy5o
42,1emlkii0
42,1itor6ic
42,1wj23s9k
42,34f1ie66
42,3m8ekphy
42,3q2jju2u
42,41378qru
42,46aln4tk
42,478wbtfb
42,4pij0x9q
43,0einpgeu
43,0jv5mnnl
43,0rdq6g0b
43,0xc276mq
43,154amdh9
43,1h5a4bit
43,1ot9wfnb
43,1uwdekl3
43,24io736v
43,35izipky
43,427mkwsj
43,42o9qs47
43,4jjuwc9r
43,4xq4otsd
43,54mxjzfc
44,019lj813
44,0hki5u13
44,14x4uqq7
44,1558088w
44,18crkfzj
44,1c3fpazy
44,1lugzjbv
44,2iokkog5
44,2zkesall
44,2zkrbjqe
44,3nl3js2x
44,3v1bid02
44,4cmeglm3
44,4eak8e8l
44,4i32jv9i
45,006k39tj
45,019rcbpg
45,01d8cqn4
45,03aubqeb
45,03fir7ct
45,061zxvxc
45,06y1ihvn
45,073wsuap
45,08siqoqc
45,0cxhxbsv
45,0g5scezh
45,0jfwzfge
45,0l1jubg5
45,0lvzfcw3
45,0lyxvex0
46,1mcl5yf1
46,3i8k3bo5
46,4ea77hqx
46,4yjyqjpe
46,5c6lwhno
46,5eflvvht
46,5hei9fac
46,5sz2md8t
46,61eeykj1
46,6q0y3ewu
46,7t0nkt44
46,7x77e4m5
46,935r7w01
46,bhkmax7s
46,br3ahtf7
47,03vy3uaj
47,0ifsyct7
47,11es4w0u
47,15zj660u
47,18q23z8l
47,1bmu7tis
47,1hwcp09t
47,1n3t23ag
47,1tb38v4k
47,21fnyxw7
47,2990fbda
47,2ehuuvnx
47,2lebavgm
47,2zaxn6tq
47,34ytd87a
48,01eyo422
48,1046cs2b
48,1109fcvc
48,17a70tu9
48,1oauxryz
48,1rw80tde
48,22y5ewq6
48,2gzip67i
48,37821r59
48,401kxcmi
48,42bqujvj
48,4avkvrxo
48,4nv1kedt
48,4sxsyr6k
48,555e3ndo
49,08mjfs83
49,0phcscz8
49,1jeh7hke
49,42t0zriz
49,4q72jj2h
49,58sc6xgq
49,59prqbb3
49,5lhvix51
49,5x30jj1s
49,6ikziooc
49,73b2rcn1
49,7l79ic0v
49,871812f7
49,9e4txeck
49,9iuesnxo
50,1v0f2dtx
50,g1j8wk11
50,gidlrnu8
50,kf7yz3oz
50,oiu80002
50,q77da2y3
50,u35rryzi
50,v0m90h3n
50,wzdgizoo
50,xeq0dq6u
50,xhm97wy2
50,xieqswct
50,y87tq9wu
50,ygwdldae
50,ykzsoafe
